Order_ID,Order_Date,Customer_ID,Customer_Name,Customer_Type,Gender,Age_Group,City,State,Region,Store_ID,Store_Name,Salesperson,Product_ID,Product_Name,Category,Sub_Category,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Method,Order_Status,Target
ORD0125523,2025-11-09,C01283,"Customer 01283",Corporate,Female,18-25,Kochi,Kerala,South,ST012,"Kochi MG Road",Meera,P003,"Denim Jeans",Apparel,Men,1,1999.00,0.08,1839.08,1180.00,659.08,UPI,Completed,1948.68
ORD0125524,2025-11-10,C04316,"Customer 04316",Regular,Male,18-25,Bengaluru,Karnataka,South,ST009,"Bengaluru Indiranagar",Kabir,P011,"Wireless Earbuds",Electronics,Audio,1,2299.00,0.08,2115.08,1360.00,755.08,Card,Completed,2244.45
ORD0125525,2025-11-08,C04208,"Customer 04208",Corporate,Female,46-55,Ahmedabad,Gujarat,West,ST003,"Ahmedabad CG Road",Kabir,P001,"Premium T-Shirt",Apparel,Men,3,899.00,0.10,2427.30,1560.00,867.30,"Net Banking",Completed,2411.03
ORD0125526,2025-11-21,C01926,"Customer 01926",Regular,Female,46-55,Surat,Gujarat,West,ST004,"Surat Ring Road",Rohan,P019,"Table Lamp","Home & Lifestyle",Home,1,1299.00,0.10,1169.10,710.00,459.10,UPI,Completed,1130.80
ORD0125527,2025-11-11,C02769,"Customer 02769",Regular,Male,18-25,Kolkata,"West Bengal",East,ST013,"Kolkata Park Street",Aarav,P001,"Premium T-Shirt",Apparel,Men,1,899.00,0.00,899.00,520.00,379.00,Wallet,Completed,893.16
ORD0125528,2025-11-14,C00788,"Customer 00788",Corporate,Female,46-55,Ahmedabad,Gujarat,West,ST003,"Ahmedabad CG Road",Rohan,P016,Backpack,Bags,Unisex,3,1499.00,0.03,4362.09,2460.00,1902.09,Card,Completed,4554.33
ORD0125529,2025-11-06,C01374,"Customer 01374",Regular,Female,36-45,Lucknow,"Uttar Pradesh",North,ST008,"Lucknow Hazratganj",Kabir,P007,"Running Shoes",Footwear,Sports,1,2499.00,0.10,2249.10,1500.00,749.10,Card,Completed,2258.49
ORD0125530,2025-11-19,C04056,"Customer 04056",Regular,Male,26-35,Ranchi,Jharkhand,East,ST016,"Ranchi Main Road",Ishita,P012,"Smart Watch",Electronics,Wearables,1,3499.00,0.15,2974.15,2130.00,844.15,UPI,Completed,3029.87
ORD0125531,2025-11-02,C03302,"Customer 03302",Regular,Male,26-35,Chennai,"Tamil Nadu",South,ST010,"Chennai Anna Nagar",Vikram,P004,"Women Kurti",Apparel,Women,1,1199.00,0.10,1079.10,690.00,389.10,UPI,Completed,1030.05
ORD0125532,2025-11-21,C04619,"Customer 04619",Regular,Female,36-45,Kolkata,"West Bengal",East,ST013,"Kolkata Park Street",Meera,P007,"Running Shoes",Footwear,Sports,2,2499.00,0.05,4748.10,3000.00,1748.10,Wallet,Completed,4389.29
ORD0125533,2025-11-14,C03539,"Customer 03539",Regular,Female,26-35,Mumbai,Maharashtra,West,ST001,"Mumbai Central",Vikram,P008,"Casual Sneakers",Footwear,Unisex,3,2199.00,0.05,6267.15,3900.00,2367.15,Wallet,Completed,6447.92
ORD0125534,2025-11-19,C02061,"Customer 02061",Corporate,Female,36-45,Bengaluru,Karnataka,South,ST009,"Bengaluru Indiranagar",Kabir,P009,"Kids Sandals",Footwear,Kids,2,999.00,0.08,1838.16,1120.00,718.16,UPI,Completed,1824.26
ORD0125535,2025-11-20,C04086,"Customer 04086",Regular,Male,26-35,Chennai,"Tamil Nadu",South,ST010,"Chennai Anna Nagar",Ananya,P015,"Water Bottle","Home & Lifestyle",Lifestyle,3,499.00,0.08,1377.24,660.00,717.24,Wallet,Completed,1416.88
ORD0125536,2025-11-12,C01300,"Customer 01300",Corporate,Female,18-25,Surat,Gujarat,West,ST004,"Surat Ring Road",Ishita,P014,"Fitness Band","Sports & Fitness",Fitness,3,1899.00,0.08,5241.24,3360.00,1881.24,UPI,Completed,5631.22
ORD0125537,2025-11-26,C01756,"Customer 01756",Regular,Male,18-25,Kochi,Kerala,South,ST012,"Kochi MG Road",Diya,P002,"Casual Shirt",Apparel,Men,1,1299.00,0.15,1104.15,760.00,344.15,UPI,Completed,1017.36
ORD0125538,2025-11-27,C02773,"Customer 02773",Corporate,Male,36-45,Jaipur,Rajasthan,North,ST007,"Jaipur MI Road",Meera,P018,Sunglasses,Accessories,Unisex,4,999.00,0.00,0.00,2080.00,0.00,Card,Cancelled,0.00
ORD0125539,2025-11-09,C03569,"Customer 03569",Regular,Female,18-25,Gurugram,Haryana,North,ST006,"Gurugram Sector 29",Rohan,P015,"Water Bottle","Home & Lifestyle",Lifestyle,1,499.00,0.00,499.00,220.00,279.00,Card,Completed,501.54
ORD0125540,2025-11-06,C04521,"Customer 04521",Regular,Female,26-35,Hyderabad,Telangana,South,ST011,"Hyderabad Banjara Hills",Rohan,P001,"Premium T-Shirt",Apparel,Men,2,899.00,0.03,0.00,1040.00,0.00,UPI,Cancelled,0.00
ORD0125541,2025-11-07,C05127,"Customer 05127",Regular,Female,26-35,Mumbai,Maharashtra,West,ST001,"Mumbai Central",Ishita,P011,"Wireless Earbuds",Electronics,Audio,1,2299.00,0.03,2230.03,1360.00,870.03,UPI,Completed,2271.23
ORD0125542,2025-11-16,C04515,"Customer 04515",Corporate,Female,36-45,Pune,Maharashtra,West,ST002,"Pune FC Road",Diya,P003,"Denim Jeans",Apparel,Men,2,1999.00,0.00,3998.00,2360.00,1638.00,UPI,Completed,4166.87
ORD0125543,2025-11-01,C03766,"Customer 03766",Corporate,Female,26-35,Jaipur,Rajasthan,North,ST007,"Jaipur MI Road",Ishita,P006,"Leather Wallet",Accessories,Men,2,799.00,0.08,1470.16,840.00,630.16,UPI,Completed,1416.08
ORD0125544,2025-11-03,C00545,"Customer 00545",Regular,Male,36-45,Patna,Bihar,East,ST015,"Patna Fraser Road",Kabir,P001,"Premium T-Shirt",Apparel,Men,3,899.00,0.00,2697.00,1560.00,1137.00,"Net Banking",Completed,2723.29
ORD0125545,2025-11-25,C00942,"Customer 00942",Regular,Male,36-45,Bhubaneswar,Odisha,East,ST014,"Bhubaneswar Patia",Vikram,P001,"Premium T-Shirt",Apparel,Men,1,899.00,0.10,809.10,520.00,289.10,Card,Completed,858.08
ORD0125546,2025-11-11,C03746,"Customer 03746",Regular,Male,18-25,Delhi,Delhi,North,ST005,"Delhi South Ex",Diya,P018,Sunglasses,Accessories,Unisex,2,999.00,0.03,1938.06,1040.00,898.06,Card,Completed,1940.53
ORD0125547,2025-11-24,C04635,"Customer 04635",Regular,Male,36-45,Ahmedabad,Gujarat,West,ST003,"Ahmedabad CG Road",Rohan,P001,"Premium T-Shirt",Apparel,Men,3,899.00,0.05,2562.15,1560.00,1002.15,UPI,Completed,2580.45
ORD0125548,2025-11-20,C00936,"Customer 00936",Regular,Female,36-45,Delhi,Delhi,North,ST005,"Delhi South Ex",Diya,P011,"Wireless Earbuds",Electronics,Audio,2,2299.00,0.05,0.00,2720.00,0.00,UPI,Cancelled,0.00
ORD0125549,2025-11-02,C01141,"Customer 01141",Regular,Female,36-45,Ranchi,Jharkhand,East,ST016,"Ranchi Main Road",Vikram,P001,"Premium T-Shirt",Apparel,Men,1,899.00,0.05,854.05,520.00,334.05,Cash,Completed,835.98
ORD0125550,2025-11-16,C04062,"Customer 04062",Regular,Female,36-45,Mumbai,Maharashtra,West,ST001,"Mumbai Central",Aarav,P017,"Travel Trolley",Bags,Unisex,2,3999.00,0.00,7998.00,4900.00,3098.00,Card,Completed,8033.04
ORD0125551,2025-11-19,C00073,"Customer 00073",Regular,Female,56+,Surat,Gujarat,West,ST004,"Surat Ring Road",Ishita,P006,"Leather Wallet",Accessories,Men,1,799.00,0.08,735.08,420.00,315.08,Card,Completed,769.17
ORD0125552,2025-11-30,C04753,"Customer 04753",Regular,Female,56+,Kochi,Kerala,South,ST012,"Kochi MG Road",Rohan,P007,"Running Shoes",Footwear,Sports,2,2499.00,0.05,4748.10,3000.00,1748.10,UPI,Completed,4684.28
ORD0125553,2025-11-29,C00812,"Customer 00812",Corporate,Male,36-45,Hyderabad,Telangana,South,ST011,"Hyderabad Banjara Hills",Kabir,P017,"Travel Trolley",Bags,Unisex,4,3999.00,0.03,15516.12,9800.00,5716.12,Cash,Completed,15372.79
ORD0125554,2025-11-03,C02870,"Customer 02870",Regular,Male,18-25,Gurugram,Haryana,North,ST006,"Gurugram Sector 29",Meera,P012,"Smart Watch",Electronics,Wearables,3,3499.00,0.00,10497.00,6390.00,4107.00,UPI,Completed,10840.68
ORD0125555,2025-11-01,C01817,"Customer 01817",Regular,Female,46-55,Bengaluru,Karnataka,South,ST009,"Bengaluru Indiranagar",Rohan,P008,"Casual Sneakers",Footwear,Unisex,1,2199.00,0.00,2199.00,1300.00,899.00,UPI,Completed,2221.77
ORD0125556,2025-11-03,C00981,"Customer 00981",Regular,Male,36-45,Mumbai,Maharashtra,West,ST001,"Mumbai Central",Ananya,P001,"Premium T-Shirt",Apparel,Men,2,899.00,0.00,1798.00,1040.00,758.00,"Net Banking",Completed,1881.64
ORD0125557,2025-11-23,C02611,"Customer 02611",Regular,Male,56+,Bhubaneswar,Odisha,East,ST014,"Bhubaneswar Patia",Vikram,P001,"Premium T-Shirt",Apparel,Men,2,899.00,0.05,1708.10,1040.00,668.10,Cash,Completed,1680.94
ORD0125558,2025-11-13,C00604,"Customer 00604",Corporate,Female,26-35,Bengaluru,Karnataka,South,ST009,"Bengaluru Indiranagar",Aarav,P017,"Travel Trolley",Bags,Unisex,1,3999.00,0.00,3999.00,2450.00,1549.00,Cash,Completed,3981.53
ORD0125559,2025-11-13,C01625,"Customer 01625",Regular,Female,36-45,Surat,Gujarat,West,ST004,"Surat Ring Road",Ananya,P006,"Leather Wallet",Accessories,Men,2,799.00,0.05,1518.10,840.00,678.10,UPI,Completed,1474.35
ORD0125560,2025-11-16,C01689,"Customer 01689",Regular,Female,36-45,Gurugram,Haryana,North,ST006,"Gurugram Sector 29",Aarav,P016,Backpack,Bags,Unisex,3,1499.00,0.00,4497.00,2460.00,2037.00,UPI,Completed,4662.72
ORD0125561,2025-11-16,C01127,"Customer 01127",Corporate,Female,36-45,Ahmedabad,Gujarat,West,ST003,"Ahmedabad CG Road",Kabir,P002,"Casual Shirt",Apparel,Men,1,1299.00,0.03,1260.03,760.00,500.03,Card,Completed,1328.69
ORD0125562,2025-11-08,C02051,"Customer 02051",Regular,Female,18-25,Delhi,Delhi,North,ST005,"Delhi South Ex",Ishita,P002,"Casual Shirt",Apparel,Men,2,1299.00,0.03,2520.06,1520.00,1000.06,UPI,Completed,2596.44
ORD0125563,2025-11-23,C01315,"Customer 01315",Corporate,Male,36-45,Surat,Gujarat,West,ST004,"Surat Ring Road",Ananya,P010,"Bluetooth Speaker",Electronics,Audio,2,1599.00,0.05,3038.10,1840.00,1198.10,Card,Completed,2982.35
ORD0125564,2025-11-27,C02218,"Customer 02218",Regular,Male,26-35,Lucknow,"Uttar Pradesh",North,ST008,"Lucknow Hazratganj",Rohan,P005,"Women Handbag",Accessories,Women,3,1799.00,0.00,5397.00,2940.00,2457.00,"Net Banking",Completed,4993.31
ORD0125565,2025-11-30,C02065,"Customer 02065",Regular,Male,56+,Pune,Maharashtra,West,ST002,"Pune FC Road",Aarav,P018,Sunglasses,Accessories,Unisex,2,999.00,0.05,1898.10,1040.00,858.10,Card,Completed,1770.98
ORD0125566,2025-11-19,C02289,"Customer 02289",Corporate,Male,46-55,Ahmedabad,Gujarat,West,ST003,"Ahmedabad CG Road",Aarav,P002,"Casual Shirt",Apparel,Men,3,1299.00,0.00,3897.00,2280.00,1617.00,Cash,Completed,4194.72
ORD0125567,2025-11-11,C00038,"Customer 00038",Regular,Male,26-35,Mumbai,Maharashtra,West,ST001,"Mumbai Central",Rohan,P010,"Bluetooth Speaker",Electronics,Audio,2,1599.00,0.00,3198.00,1840.00,1358.00,UPI,Completed,3343.18
ORD0125568,2025-11-13,C02762,"Customer 02762",Corporate,Female,18-25,Delhi,Delhi,North,ST005,"Delhi South Ex",Vikram,P007,"Running Shoes",Footwear,Sports,3,2499.00,0.08,6897.24,4500.00,2397.24,Cash,Completed,6978.58
ORD0125569,2025-11-19,C01589,"Customer 01589",Regular,Female,46-55,Gurugram,Haryana,North,ST006,"Gurugram Sector 29",Diya,P019,"Table Lamp","Home & Lifestyle",Home,1,1299.00,0.15,1104.15,710.00,394.15,UPI,Completed,1098.28
ORD0125570,2025-11-29,C02044,"Customer 02044",Regular,Female,36-45,Kochi,Kerala,South,ST012,"Kochi MG Road",Kabir,P019,"Table Lamp","Home & Lifestyle",Home,1,1299.00,0.00,1299.00,710.00,589.00,Cash,Completed,1290.77
ORD0125571,2025-11-07,C00382,"Customer 00382",Regular,Female,36-45,Kochi,Kerala,South,ST012,"Kochi MG Road",Ishita,P001,"Premium T-Shirt",Apparel,Men,2,899.00,0.03,1744.06,1040.00,704.06,Cash,Completed,1858.81
ORD0125572,2025-11-21,C04829,"Customer 04829",Regular,Female,18-25,Kochi,Kerala,South,ST012,"Kochi MG Road",Meera,P003,"Denim Jeans",Apparel,Men,5,1999.00,0.05,9495.25,5900.00,3595.25,UPI,Completed,9029.77
ORD0125573,2025-11-27,C03085,"Customer 03085",Regular,Male,26-35,Hyderabad,Telangana,South,ST011,"Hyderabad Banjara Hills",Meera,P016,Backpack,Bags,Unisex,3,1499.00,0.00,4497.00,2460.00,2037.00,UPI,Completed,4478.01
ORD0125574,2025-11-14,C01346,"Customer 01346",Regular,Female,36-45,Pune,Maharashtra,West,ST002,"Pune FC Road",Meera,P015,"Water Bottle","Home & Lifestyle",Lifestyle,2,499.00,0.00,998.00,440.00,558.00,UPI,Completed,953.27
ORD0125575,2025-11-07,C01074,"Customer 01074",Regular,Male,26-35,Chennai,"Tamil Nadu",South,ST010,"Chennai Anna Nagar",Aarav,P001,"Premium T-Shirt",Apparel,Men,3,899.00,0.08,0.00,1560.00,0.00,"Net Banking",Cancelled,0.00
ORD0125576,2025-11-27,C00959,"Customer 00959",Regular,Male,36-45,Bengaluru,Karnataka,South,ST009,"Bengaluru Indiranagar",Diya,P001,"Premium T-Shirt",Apparel,Men,1,899.00,0.05,854.05,520.00,334.05,Card,Completed,875.22
ORD0125577,2025-11-11,C02653,"Customer 02653",Regular,Female,56+,Kolkata,"West Bengal",East,ST013,"Kolkata Park Street",Diya,P006,"Leather Wallet",Accessories,Men,1,799.00,0.00,799.00,420.00,379.00,Card,Completed,789.73
ORD0125578,2025-11-13,C02117,"Customer 02117",Regular,Male,26-35,Bengaluru,Karnataka,South,ST009,"Bengaluru Indiranagar",Meera,P008,"Casual Sneakers",Footwear,Unisex,3,2199.00,0.03,6399.09,3900.00,2499.09,Cash,Returned,5970.84
ORD0125579,2025-11-15,C00347,"Customer 00347",Regular,Male,26-35,Pune,Maharashtra,West,ST002,"Pune FC Road",Ananya,P020,"Cushion Set","Home & Lifestyle",Home,1,799.00,0.03,775.03,410.00,365.03,Card,Completed,713.67
ORD0125580,2025-11-05,C03447,"Customer 03447",Corporate,Female,18-25,Kochi,Kerala,South,ST012,"Kochi MG Road",Meera,P013,"Yoga Mat","Sports & Fitness",Fitness,1,699.00,0.08,643.08,360.00,283.08,Cash,Completed,619.17
ORD0125581,2025-11-13,C04949,"Customer 04949",Regular,Male,26-35,Ahmedabad,Gujarat,West,ST003,"Ahmedabad CG Road",Vikram,P015,"Water Bottle","Home & Lifestyle",Lifestyle,2,499.00,0.08,918.16,440.00,478.16,UPI,Completed,985.95
ORD0125582,2025-11-12,C00456,"Customer 00456",Regular,Other,36-45,Hyderabad,Telangana,South,ST011,"Hyderabad Banjara Hills",Meera,P017,"Travel Trolley",Bags,Unisex,3,3999.00,0.03,11637.09,7350.00,4287.09,UPI,Completed,11933.63
ORD0125583,2025-11-07,C04879,"Customer 04879",Regular,Female,26-35,Kochi,Kerala,South,ST012,"Kochi MG Road",Rohan,P001,"Premium T-Shirt",Apparel,Men,3,899.00,0.03,2616.09,1560.00,1056.09,UPI,Completed,2588.50
ORD0125584,2025-11-15,C00019,"Customer 00019",Regular,Female,36-45,Lucknow,"Uttar Pradesh",North,ST008,"Lucknow Hazratganj",Kabir,P010,"Bluetooth Speaker",Electronics,Audio,1,1599.00,0.08,1471.08,920.00,551.08,UPI,Completed,1422.20
ORD0125585,2025-11-05,C03937,"Customer 03937",Regular,Male,36-45,Bengaluru,Karnataka,South,ST009,"Bengaluru Indiranagar",Ishita,P002,"Casual Shirt",Apparel,Men,2,1299.00,0.03,2520.06,1520.00,1000.06,Card,Completed,2549.66
ORD0125586,2025-11-28,C02713,"Customer 02713",Regular,Female,18-25,Pune,Maharashtra,West,ST002,"Pune FC Road",Ishita,P008,"Casual Sneakers",Footwear,Unisex,2,2199.00,0.03,4266.06,2600.00,1666.06,"Net Banking",Completed,4227.34
ORD0125587,2025-11-21,C02675,"Customer 02675",Regular,Female,46-55,Bhubaneswar,Odisha,East,ST014,"Bhubaneswar Patia",Vikram,P013,"Yoga Mat","Sports & Fitness",Fitness,2,699.00,0.08,1286.16,720.00,566.16,Card,Completed,1374.15
ORD0125588,2025-11-09,C02935,"Customer 02935",Regular,Male,36-45,Gurugram,Haryana,North,ST006,"Gurugram Sector 29",Ishita,P014,"Fitness Band","Sports & Fitness",Fitness,5,1899.00,0.03,0.00,5600.00,0.00,Card,Cancelled,0.00
ORD0125589,2025-11-16,C04054,"Customer 04054",Regular,Male,18-25,Chennai,"Tamil Nadu",South,ST010,"Chennai Anna Nagar",Rohan,P016,Backpack,Bags,Unisex,3,1499.00,0.08,4137.24,2460.00,1677.24,Card,Completed,4054.33
ORD0125590,2025-11-24,C03692,"Customer 03692",Corporate,Male,46-55,Pune,Maharashtra,West,ST002,"Pune FC Road",Ishita,P012,"Smart Watch",Electronics,Wearables,1,3499.00,0.05,3324.05,2130.00,1194.05,Card,Completed,3475.10
ORD0125591,2025-11-28,C00471,"Customer 00471",Regular,Female,46-55,Delhi,Delhi,North,ST005,"Delhi South Ex",Rohan,P006,"Leather Wallet",Accessories,Men,1,799.00,0.03,775.03,420.00,355.03,Wallet,Completed,817.43
ORD0125592,2025-11-08,C02017,"Customer 02017",Corporate,Female,36-45,Gurugram,Haryana,North,ST006,"Gurugram Sector 29",Aarav,P009,"Kids Sandals",Footwear,Kids,3,999.00,0.05,2847.15,1680.00,1167.15,Cash,Completed,3012.65
ORD0125593,2025-11-08,C02309,"Customer 02309",Regular,Female,26-35,Patna,Bihar,East,ST015,"Patna Fraser Road",Ishita,P016,Backpack,Bags,Unisex,2,1499.00,0.00,2998.00,1640.00,1358.00,Card,Completed,3175.00
ORD0125594,2025-11-14,C02778,"Customer 02778",Regular,Female,26-35,Patna,Bihar,East,ST015,"Patna Fraser Road",Rohan,P002,"Casual Shirt",Apparel,Men,1,1299.00,0.10,1169.10,760.00,409.10,Card,Completed,1177.80
ORD0125595,2025-11-09,C02173,"Customer 02173",Regular,Female,46-55,Hyderabad,Telangana,South,ST011,"Hyderabad Banjara Hills",Aarav,P015,"Water Bottle","Home & Lifestyle",Lifestyle,1,499.00,0.00,499.00,220.00,279.00,Card,Completed,466.84
ORD0125596,2025-11-06,C02261,"Customer 02261",Corporate,Female,36-45,Mumbai,Maharashtra,West,ST001,"Mumbai Central",Meera,P006,"Leather Wallet",Accessories,Men,2,799.00,0.03,1550.06,840.00,710.06,Card,Completed,1478.85
ORD0125597,2025-11-30,C00746,"Customer 00746",Regular,Female,26-35,Gurugram,Haryana,North,ST006,"Gurugram Sector 29",Meera,P012,"Smart Watch",Electronics,Wearables,1,3499.00,0.05,3324.05,2130.00,1194.05,Card,Returned,3459.68
ORD0125598,2025-11-07,C02582,"Customer 02582",Regular,Male,18-25,Lucknow,"Uttar Pradesh",North,ST008,"Lucknow Hazratganj",Diya,P007,"Running Shoes",Footwear,Sports,3,2499.00,0.05,7122.15,4500.00,2622.15,"Net Banking",Completed,7506.30
ORD0125599,2025-11-01,C02226,"Customer 02226",Regular,Male,18-25,Bhubaneswar,Odisha,East,ST014,"Bhubaneswar Patia",Diya,P019,"Table Lamp","Home & Lifestyle",Home,1,1299.00,0.00,1299.00,710.00,589.00,UPI,Completed,1295.84
ORD0125600,2025-11-30,C01236,"Customer 01236",Regular,Female,46-55,Kochi,Kerala,South,ST012,"Kochi MG Road",Kabir,P002,"Casual Shirt",Apparel,Men,1,1299.00,0.15,1104.15,760.00,344.15,UPI,Completed,1165.72
ORD0125601,2025-11-16,C02101,"Customer 02101",Regular,Male,26-35,Ahmedabad,Gujarat,West,ST003,"Ahmedabad CG Road",Rohan,P017,"Travel Trolley",Bags,Unisex,1,3999.00,0.05,3799.05,2450.00,1349.05,Card,Completed,3765.33
ORD0125602,2025-11-10,C02592,"Customer 02592",Corporate,Male,46-55,Mumbai,Maharashtra,West,ST001,"Mumbai Central",Vikram,P009,"Kids Sandals",Footwear,Kids,2,999.00,0.05,1898.10,1120.00,778.10,Cash,Returned,1826.66
ORD0125603,2025-11-21,C00996,"Customer 00996",Regular,Male,18-25,Patna,Bihar,East,ST015,"Patna Fraser Road",Kabir,P002,"Casual Shirt",Apparel,Men,3,1299.00,0.03,3780.09,2280.00,1500.09,Card,Completed,3755.04
ORD0125604,2025-11-12,C04411,"Customer 04411",Regular,Female,46-55,Bengaluru,Karnataka,South,ST009,"Bengaluru Indiranagar",Ananya,P002,"Casual Shirt",Apparel,Men,1,1299.00,0.03,1260.03,760.00,500.03,Card,Completed,1324.96
ORD0125605,2025-11-20,C03483,"Customer 03483",Corporate,Male,18-25,Bengaluru,Karnataka,South,ST009,"Bengaluru Indiranagar",Meera,P005,"Women Handbag",Accessories,Women,3,1799.00,0.03,5235.09,2940.00,2295.09,Cash,Completed,4860.35
ORD0125606,2025-11-30,C03822,"Customer 03822",Corporate,Female,18-25,Lucknow,"Uttar Pradesh",North,ST008,"Lucknow Hazratganj",Kabir,P019,"Table Lamp","Home & Lifestyle",Home,2,1299.00,0.15,2208.30,1420.00,788.30,UPI,Completed,2116.03
ORD0125607,2025-11-09,C02676,"Customer 02676",Regular,Male,26-35,Patna,Bihar,East,ST015,"Patna Fraser Road",Aarav,P004,"Women Kurti",Apparel,Women,2,1199.00,0.00,2398.00,1380.00,1018.00,UPI,Completed,2274.72
ORD0125608,2025-11-29,C03308,"Customer 03308",Corporate,Female,18-25,Pune,Maharashtra,West,ST002,"Pune FC Road",Aarav,P005,"Women Handbag",Accessories,Women,2,1799.00,0.08,3310.16,1960.00,1350.16,Card,Completed,3205.05
ORD0125609,2025-11-25,C05020,"Customer 05020",Regular,Male,18-25,Lucknow,"Uttar Pradesh",North,ST008,"Lucknow Hazratganj",Aarav,P004,"Women Kurti",Apparel,Women,4,1199.00,0.03,4652.12,2760.00,1892.12,UPI,Completed,4509.36
ORD0125610,2025-11-16,C02837,"Customer 02837",Regular,Male,26-35,Ahmedabad,Gujarat,West,ST003,"Ahmedabad CG Road",Ishita,P003,"Denim Jeans",Apparel,Men,3,1999.00,0.15,5097.45,3540.00,1557.45,"Net Banking",Completed,5011.26
ORD0125611,2025-11-25,C05150,"Customer 05150",Regular,Male,18-25,Surat,Gujarat,West,ST004,"Surat Ring Road",Rohan,P009,"Kids Sandals",Footwear,Kids,1,999.00,0.05,949.05,560.00,389.05,Card,Completed,930.38
ORD0125612,2025-11-10,C01385,"Customer 01385",Regular,Male,18-25,Kochi,Kerala,South,ST012,"Kochi MG Road",Vikram,P009,"Kids Sandals",Footwear,Kids,2,999.00,0.05,1898.10,1120.00,778.10,Card,Completed,2044.60
ORD0125613,2025-11-03,C04862,"Customer 04862",Regular,Male,26-35,Kochi,Kerala,South,ST012,"Kochi MG Road",Kabir,P013,"Yoga Mat","Sports & Fitness",Fitness,1,699.00,0.03,678.03,360.00,318.03,UPI,Completed,695.69
ORD0125614,2025-11-24,C04626,"Customer 04626",Corporate,Female,18-25,Kochi,Kerala,South,ST012,"Kochi MG Road",Diya,P002,"Casual Shirt",Apparel,Men,1,1299.00,0.05,1234.05,760.00,474.05,Cash,Completed,1280.51
ORD0125615,2025-11-30,C04638,"Customer 04638",Regular,Female,26-35,Delhi,Delhi,North,ST005,"Delhi South Ex",Ishita,P007,"Running Shoes",Footwear,Sports,3,2499.00,0.00,7497.00,4500.00,2997.00,UPI,Completed,8046.87
ORD0125616,2025-11-15,C02914,"Customer 02914",Regular,Female,26-35,Pune,Maharashtra,West,ST002,"Pune FC Road",Vikram,P002,"Casual Shirt",Apparel,Men,3,1299.00,0.03,3780.09,2280.00,1500.09,UPI,Completed,3723.18
ORD0125617,2025-11-08,C03533,"Customer 03533",Regular,Male,36-45,Ahmedabad,Gujarat,West,ST003,"Ahmedabad CG Road",Ananya,P019,"Table Lamp","Home & Lifestyle",Home,2,1299.00,0.05,2468.10,1420.00,1048.10,UPI,Completed,2547.35
ORD0125618,2025-11-17,C00258,"Customer 00258",Regular,Male,36-45,Mumbai,Maharashtra,West,ST001,"Mumbai Central",Kabir,P016,Backpack,Bags,Unisex,2,1499.00,0.08,2758.16,1640.00,1118.16,UPI,Completed,2936.85
ORD0125619,2025-11-09,C04848,"Customer 04848",Regular,Female,26-35,Pune,Maharashtra,West,ST002,"Pune FC Road",Meera,P015,"Water Bottle","Home & Lifestyle",Lifestyle,5,499.00,0.10,2245.50,1100.00,1145.50,Cash,Completed,2081.65
ORD0125620,2025-11-11,C02579,"Customer 02579",Corporate,Male,18-25,Bengaluru,Karnataka,South,ST009,"Bengaluru Indiranagar",Ishita,P007,"Running Shoes",Footwear,Sports,3,2499.00,0.15,6372.45,4500.00,1872.45,Cash,Completed,6761.01
ORD0125621,2025-11-11,C01448,"Customer 01448",Regular,Male,36-45,Pune,Maharashtra,West,ST002,"Pune FC Road",Meera,P005,"Women Handbag",Accessories,Women,2,1799.00,0.08,3310.16,1960.00,1350.16,UPI,Completed,3086.56
ORD0125622,2025-11-17,C00638,"Customer 00638",Regular,Male,26-35,Mumbai,Maharashtra,West,ST001,"Mumbai Central",Meera,P018,Sunglasses,Accessories,Unisex,1,999.00,0.05,949.05,520.00,429.05,Wallet,Completed,902.89
ORD0125623,2025-11-04,C01530,"Customer 01530",Regular,Male,36-45,Lucknow,"Uttar Pradesh",North,ST008,"Lucknow Hazratganj",Vikram,P018,Sunglasses,Accessories,Unisex,1,999.00,0.00,999.00,520.00,479.00,Cash,Completed,1072.21
ORD0125624,2025-11-25,C03797,"Customer 03797",Regular,Female,18-25,Jaipur,Rajasthan,North,ST007,"Jaipur MI Road",Vikram,P011,"Wireless Earbuds",Electronics,Audio,3,2299.00,0.08,6345.24,4080.00,2265.24,UPI,Completed,6658.44
ORD0125625,2025-11-17,C01621,"Customer 01621",Regular,Female,36-45,Bhubaneswar,Odisha,East,ST014,"Bhubaneswar Patia",Diya,P010,"Bluetooth Speaker",Electronics,Audio,1,1599.00,0.00,1599.00,920.00,679.00,Card,Completed,1518.67
ORD0125626,2025-11-08,C04165,"Customer 04165",Regular,Female,26-35,Ahmedabad,Gujarat,West,ST003,"ahmedabad cg road",Diya,P020,"Cushion Set","Home & Lifestyle",Home,4,799.00,0.10,2876.40,1640.00,1236.40,Card,Completed,2990.71
ORD0125627,2025-11-28,C01836,"Customer 01836",Regular,Female,26-35,Jaipur,Rajasthan,North,ST007,"Jaipur MI Road",Ishita,P003,"Denim Jeans",Apparel,Men,2,1999.00,0.10,3598.20,2360.00,1238.20,UPI,Completed,3567.61
ORD0125628,2025-11-24,C04840,"Customer 04840",Regular,Female,36-45,Lucknow,"Uttar Pradesh",North,ST008,"Lucknow Hazratganj",Rohan,P002,"Casual Shirt",Apparel,Men,1,1299.00,0.00,1299.00,760.00,539.00,Card,Completed,1275.01
